"ID","MonthlyIncome"
997,2107.81371123849
998,14909.4409867577
999,9878.95063904823
1000,1865.04951062663
1001,6842.91626497347
1002,6200.48379944706
1003,6154.57720042896
1004,6955.88026625092
1005,2218.7982378285
1006,6361.48971143665
1007,2183.41362566871
1008,6077.29061939231
1009,18325.8387584601
1010,6423.71731084526
1011,10571.7054835732
1012,6607.90350113112
1013,6066.25775446877
1014,6091.95975656905
1015,6032.0632405652
1016,2135.83673108007
1017,2291.58362037369
1018,9893.92076982392
1019,10078.3780846681
1020,2082.2269966899
1021,6083.86489660017
1022,6345.14702752342
1023,5935.20847506647
1024,11131.584159849
1025,14166.8639608852
1026,18146.3529707177
1027,6437.09781138482
1028,5943.77859799767
1029,6100.05992902476
1030,10857.2177688085
1031,5985.98443350461
1032,2310.732650654
1033,9672.16160111017
1034,2193.48796032502
1035,6034.51266572813
1036,1974.15691138632
1037,5724.18117767731
1038,10341.6984909151
1039,10002.3936382734
1040,6124.01402442659
1041,1838.79994692294
1042,2394.88138262753
1043,10040.2971012061
1044,6424.5259313435
1045,2001.83307568721
1046,2212.63699060533
1047,6051.13178668648
1048,9828.65812909036
1049,2000.94684406107
1050,5997.49543442159
1051,11361.9163245251
1052,1985.37510422229
1053,6174.62064785336
1054,2337.32906989837
1055,2398.45867306906
1056,2382.88693323028
1057,6315.32205352372
1058,14107.6544724555
1059,6614.21771232976
1060,2316.6840134109
1061,6359.76499027161
1062,6202.02568759596
1063,6468.61420516758
1064,2192.82699131544
1065,6546.54044982593
1066,2230.90797477744
1067,3361.75567205366
1068,18555.5693140731
1069,5925.7869239018
1070,2187.93119519606
1071,2319.83721531866
1072,5911.29492911954
1073,1868.4015384516
1074,5905.26002799713
1075,6130.88110971547
1076,14743.9715527004
1077,18229.9242720472
1078,6095.28229348819
1079,6069.39458534064
1080,6568.24394598204
1081,2544.27925732985
1082,2328.24618875644
1083,2126.36113245571
1084,6311.50600246086
1085,9507.86589427324
1086,10229.2421165369
1087,6132.96237394983
1088,2458.49503317845
1089,2282.13257830318
1090,5858.43483341593
1091,5775.17233306854
1092,6097.89762132117
1093,9687.7415264669
1094,5996.16874322579
1095,5885.83168764059
1096,6204.43743633512
1097,3172.95830821149
1098,2285.87920375608
1099,2234.52294164275
1100,5929.07959178026
1101,17873.5680243954
1102,6188.86569649634
1103,6466.85523992007
1104,11671.5114907187
1105,2564.75497880596
1106,2479.74169872901
1107,2065.32325316849
1108,6391.14535042499
1109,5619.45493468075
1110,5781.73349040646
1111,6212.07833872956
1112,10296.0601434241
1113,9946.92070963307
1114,6795.81463334715
1115,10337.6078829526
1116,2329.6828550171
1117,6865.59484360806
1118,6211.03627009682
1119,10905.429014532
1120,2155.57099938756
1121,10514.9323004364
1122,15162.1366237138
1123,6186.70870127958
1124,14395.2697054479
1125,2004.04599850916
1126,2270.08408144625
1127,2349.32351929562
1128,6133.40283351948
1129,14597.1170853248
1130,2247.96755530544
1131,10025.2251808834
1132,14420.3305419158
1133,6394.72264086651
1134,2288.34688010042
1135,2528.04654848148
1136,2382.71759821891
1137,3030.22338039401
1138,6148.41064071896
1139,9909.80949616272
1140,13477.3182458732
1141,5784.09406471705
1142,6282.14317155353
1143,10894.7989327544
1144,5948.84372912842
1145,6663.63748866626
1146,6057.37064503755
1147,6019.22554845241
1148,2221.49460913071
1149,2228.81033950719
1150,6160.07460561142
1151,2105.16851436483
1152,6445.57089794573
1153,6726.05079412213
1154,2003.04979181815
1155,5992.41680528606
1156,14743.9932362231
1157,2403.35446918844
1158,6941.58117014826
1159,2199.92564459331
1160,6255.12454392091
1161,2254.73572407852
1162,10263.7134456204
1163,1978.49164789752
1164,10308.6103399427
1165,2197.38223726657
1166,2021.69900258229
1167,10237.7532576564
1168,5827.29135373837
1169,2266.5608384644
1170,1929.0853695658
